Probe Set ID	Gene Title	Gene Symbol
201179_s_at	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"	GNAI3
201180_s_at	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"	GNAI3
201181_at	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"	GNAI3
201182_s_at	chromodomain helicase DNA binding protein 4	CHD4
201183_s_at	chromodomain helicase DNA binding protein 4	CHD4
201184_s_at	chromodomain helicase DNA binding protein 4	CHD4
201185_at	HtrA serine peptidase 1	HTRA1
201186_at	low density lipoprotein receptor-related protein associated protein 1	LRPAP1
201187_s_at	"inositol 1,4,5-triphosphate receptor, type 3"	ITPR3
201188_s_at	"inositol 1,4,5-triphosphate receptor, type 3"	ITPR3
201189_s_at	"inositol 1,4,5-triphosphate receptor, type 3"	ITPR3
201190_s_at	"phosphatidylinositol transfer protein, alpha"	PITPNA
201191_at	"phosphatidylinositol transfer protein, alpha"	PITPNA
201192_s_at	"phosphatidylinositol transfer protein, alpha"	PITPNA
201193_at	"isocitrate dehydrogenase 1 (NADP+), soluble"	IDH1
201194_at	"selenoprotein W, 1"	SEPW1
201195_s_at	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5"	SLC7A5
201196_s_at	adenosylmethionine decarboxylase 1	AMD1
201197_at	adenosylmethionine decarboxylase 1	AMD1
201198_s_at	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"	PSMD1
201199_s_at	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"	PSMD1
201200_at	cellular repressor of E1A-stimulated genes 1	CREG1
201201_at	cystatin B (stefin B)	CSTB
201202_at	proliferating cell nuclear antigen	PCNA
201203_s_at	ribosome binding protein 1 homolog 180kDa (dog)	RRBP1
201204_s_at	ribosome binding protein 1 homolog 180kDa (dog)	RRBP1
201205_at		
201206_s_at	ribosome binding protein 1 homolog 180kDa (dog)	RRBP1
201207_at	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"	TNFAIP1
201208_s_at	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"	TNFAIP1
201209_at	histone deacetylase 1	HDAC1
201210_at	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"	DDX3X
201211_s_at	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"	DDX3X
201212_at	legumain	LGMN
201213_at	"protein phosphatase 1, regulatory (inhibitor) subunit 7"	PPP1R7
201214_s_at	"protein phosphatase 1, regulatory (inhibitor) subunit 7"	PPP1R7
201215_at	plastin 3 (T isoform)	PLS3
201216_at	endoplasmic reticulum protein 29	ERP29
201217_x_at	ribosomal protein L3	RPL3
201218_at	C-terminal binding protein 2	CTBP2
201219_at	C-terminal binding protein 2	CTBP2
201220_x_at	C-terminal binding protein 2	CTBP2
201221_s_at	small nuclear ribonucleoprotein 70kDa (U1)	SNRNP70
201222_s_at	RAD23 homolog B (S. cerevisiae)	RAD23B
201223_s_at	RAD23 homolog B (S. cerevisiae)	RAD23B
201224_s_at	serine/arginine repetitive matrix 1	SRRM1
201225_s_at	serine/arginine repetitive matrix 1	SRRM1
201226_at	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa /// SEC31 homolog B (S. cerevisiae)"	NDUFB8 /// SEC31B
201227_s_at	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"	NDUFB8
201228_s_at	ariadne homolog 2 (Drosophila)	ARIH2
201229_s_at	ariadne homolog 2 (Drosophila)	ARIH2
201230_s_at	ariadne homolog 2 (Drosophila)	ARIH2
201231_s_at	"enolase 1, (alpha)"	ENO1
201232_s_at	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"	PSMD13
201233_at	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"	PSMD13
201234_at	integrin-linked kinase	ILK
201235_s_at	"BTG family, member 2"	BTG2
201236_s_at	"BTG family, member 2"	BTG2
201237_at	"capping protein (actin filament) muscle Z-line, alpha 2"	CAPZA2
201238_s_at	"capping protein (actin filament) muscle Z-line, alpha 2"	CAPZA2
201239_s_at	signal peptidase complex subunit 2 homolog pseudogene /// signal peptidase complex subunit 2 homolog (S. cerevisiae)	LOC653566 /// SPCS2
201240_s_at	signal peptidase complex subunit 2 homolog pseudogene /// signal peptidase complex subunit 2 homolog (S. cerevisiae)	LOC653566 /// SPCS2
201241_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	DDX1
201242_s_at	"ATPase, Na+/K+ transporting, beta 1 polypeptide"	ATP1B1
201243_s_at	"ATPase, Na+/K+ transporting, beta 1 polypeptide"	ATP1B1
201244_s_at	v-raf-1 murine leukemia viral oncogene homolog 1	RAF1
201245_s_at	"OTU domain, ubiquitin aldehyde binding 1"	OTUB1
201246_s_at	"OTU domain, ubiquitin aldehyde binding 1"	OTUB1
201247_at	sterol regulatory element binding transcription factor 2	SREBF2
201248_s_at	sterol regulatory element binding transcription factor 2	SREBF2
201249_at	"solute carrier family 2 (facilitated glucose transporter), member 1"	SLC2A1
201250_s_at	"solute carrier family 2 (facilitated glucose transporter), member 1"	SLC2A1
201251_at	"pyruvate kinase, muscle"	PKM2
201252_at	"proteasome (prosome, macropain) 26S subunit, ATPase, 4"	PSMC4
201253_s_at	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	CDIPT
201254_x_at	ribosomal protein S6	RPS6
201255_x_at	HLA-B associated transcript 3	BAT3
201256_at	cytochrome c oxidase subunit VIIa polypeptide 2 like	COX7A2L
201257_x_at	ribosomal protein S3A	RPS3A
201258_at	ribosomal protein S16	RPS16
201259_s_at	synaptophysin-like 1	SYPL1
201260_s_at	synaptophysin-like 1	SYPL1
201261_x_at	biglycan	BGN
201262_s_at	biglycan	BGN
201263_at	threonyl-tRNA synthetase	TARS
201264_at	"coatomer protein complex, subunit epsilon"	COPE
201265_at		
201266_at	thioredoxin reductase 1	TXNRD1
201267_s_at	"proteasome (prosome, macropain) 26S subunit, ATPase, 3"	PSMC3
201268_at	"non-metastatic cells 1, protein (NM23A) expressed in /// NME1-NME2 readthrough transcript /// non-metastatic cells 2, protein (NM23B) expressed in"	NME1 /// NME1-NME2 /// NME2
201269_s_at	NudC domain containing 3	NUDCD3
201270_x_at	NudC domain containing 3	NUDCD3
201271_s_at	"RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))"	RALY
201272_at	"aldo-keto reductase family 1, member B1 (aldose reductase)"	AKR1B1
201273_s_at	signal recognition particle 9kDa	SRP9
201274_at	"proteasome (prosome, macropain) subunit, alpha type, 5"	PSMA5
201275_at	"farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)"	FDPS
201276_at	"RAB5B, member RAS oncogene family"	RAB5B
201277_s_at	heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB
201278_at	"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"	DAB2
201279_s_at	"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"	DAB2
201280_s_at	"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"	DAB2
201281_at	adhesion regulating molecule 1	ADRM1
201282_at	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	OGDH
201283_s_at	"trafficking protein, kinesin binding 1"	TRAK1
201284_s_at	N-acylaminoacyl-peptide hydrolase	APEH
201285_at	makorin ring finger protein 1	MKRN1
201286_at	syndecan 1	SDC1
201287_s_at	syndecan 1	SDC1
201288_at	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB
201289_at	"cysteine-rich, angiogenic inducer, 61"	CYR61
201290_at	SEC11 homolog A (S. cerevisiae)	SEC11A
201291_s_at	topoisomerase (DNA) II alpha 170kDa	TOP2A
201292_at	topoisomerase (DNA) II alpha 170kDa	TOP2A
201293_x_at	peptidylprolyl isomerase A (cyclophilin A)	PPIA
201294_s_at	WD repeat and SOCS box-containing 1	WSB1
201295_s_at	WD repeat and SOCS box-containing 1	WSB1
201296_s_at	WD repeat and SOCS box-containing 1	WSB1
201297_s_at	"MOB1, Mps One Binder kinase activator-like 1B (yeast)"	MOBKL1B
201298_s_at	"MOB1, Mps One Binder kinase activator-like 1B (yeast)"	MOBKL1B
201299_s_at	"MOB1, Mps One Binder kinase activator-like 1B (yeast)"	MOBKL1B
201300_s_at	prion protein	PRNP
201301_s_at	annexin A4	ANXA4
201302_at	annexin A4	ANXA4
201303_at	"eukaryotic translation initiation factor 4A, isoform 3"	EIF4A3
201304_at	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa"	NDUFA5
201305_x_at	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"	ANP32B
201306_s_at	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"	ANP32B
201307_at	septin 11	11-Sep
201308_s_at	septin 11	11-Sep
201309_x_at	chromosome 5 open reading frame 13	C5orf13
201310_s_at	chromosome 5 open reading frame 13	C5orf13
201311_s_at	SH3 domain binding glutamic acid-rich protein like	SH3BGRL
201312_s_at	SH3 domain binding glutamic acid-rich protein like	SH3BGRL
201313_at	"enolase 2 (gamma, neuronal)"	ENO2
201314_at	"serine/threonine kinase 25 (STE20 homolog, yeast)"	STK25
201315_x_at	interferon induced transmembrane protein 2 (1-8D)	IFITM2
201316_at	"proteasome (prosome, macropain) subunit, alpha type, 2"	PSMA2
201317_s_at	"proteasome (prosome, macropain) subunit, alpha type, 2"	PSMA2
201318_s_at	"myosin, light chain 12A, regulatory, non-sarcomeric /// myosin, light chain 12B, regulatory"	MYL12A /// MYL12B
201319_at	"myosin, light chain 12A, regulatory, non-sarcomeric"	MYL12A
201320_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"	SMARCC2
201321_s_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"	SMARCC2
201322_at	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"	ATP5B
201323_at	EBNA1 binding protein 2	EBNA1BP2
201324_at	epithelial membrane protein 1	EMP1
201325_s_at	epithelial membrane protein 1	EMP1
201326_at	"chaperonin containing TCP1, subunit 6A (zeta 1)"	CCT6A
201327_s_at	"chaperonin containing TCP1, subunit 6A (zeta 1)"	CCT6A
201328_at	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	ETS2
201329_s_at	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	ETS2
201330_at	arginyl-tRNA synthetase	RARS
201331_s_at	"signal transducer and activator of transcription 6, interleukin-4 induced"	STAT6
201332_s_at	"signal transducer and activator of transcription 6, interleukin-4 induced"	STAT6
201333_s_at	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12
201334_s_at	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12
201335_s_at	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12
201336_at	vesicle-associated membrane protein 3 (cellubrevin)	VAMP3
201337_s_at	vesicle-associated membrane protein 3 (cellubrevin)	VAMP3
201338_x_at	general transcription factor IIIA	GTF3A
201339_s_at	sterol carrier protein 2	SCP2
201340_s_at	ectodermal-neural cortex (with BTB-like domain)	ENC1
201341_at	ectodermal-neural cortex (with BTB-like domain)	ENC1
201342_at	small nuclear ribonucleoprotein polypeptide C	SNRPC
201343_at	"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)"	UBE2D2
201344_at	"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)"	UBE2D2
201345_s_at	"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)"	UBE2D2
201346_at	adiponectin receptor 2	ADIPOR2
201347_x_at	glyoxylate reductase/hydroxypyruvate reductase	GRHPR
201348_at	glutathione peroxidase 3 (plasma)	GPX3
201349_at	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1"	SLC9A3R1
201350_at	flotillin 2	FLOT2
201351_s_at	YME1-like 1 (S. cerevisiae)	YME1L1
201352_at	YME1-like 1 (S. cerevisiae)	YME1L1
201353_s_at	"bromodomain adjacent to zinc finger domain, 2A"	BAZ2A
201354_s_at	"bromodomain adjacent to zinc finger domain, 2A"	BAZ2A
201355_s_at	"bromodomain adjacent to zinc finger domain, 2A"	BAZ2A
201356_at	"splicing factor 3a, subunit 1, 120kDa"	SF3A1
201357_s_at	"splicing factor 3a, subunit 1, 120kDa"	SF3A1
201358_s_at	"coatomer protein complex, subunit beta 1"	COPB1
201359_at	"coatomer protein complex, subunit beta 1"	COPB1
201360_at	cystatin C	CST3
201361_at	transmembrane protein 109	TMEM109
201362_at	influenza virus NS1A binding protein	IVNS1ABP
201363_s_at	influenza virus NS1A binding protein	IVNS1ABP
201364_s_at	ornithine decarboxylase antizyme 2	OAZ2
201365_at	ornithine decarboxylase antizyme 2	OAZ2
201366_at	annexin A7	ANXA7
201367_s_at	"zinc finger protein 36, C3H type-like 2"	ZFP36L2
201368_at	"zinc finger protein 36, C3H type-like 2"	ZFP36L2
201369_s_at	"zinc finger protein 36, C3H type-like 2"	ZFP36L2
201370_s_at	cullin 3	CUL3
201371_s_at	cullin 3	CUL3
201372_s_at	cullin 3	CUL3
201373_at	"plectin 1, intermediate filament binding protein 500kDa"	PLEC1
201374_x_at	"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform"	PPP2CB
201375_s_at	"protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform"	PPP2CB
201376_s_at	heterogeneous nuclear ribonucleoprotein F	HNRNPF
201377_at	ubiquitin associated protein 2-like	UBAP2L
201378_s_at	ubiquitin associated protein 2-like	UBAP2L
201379_s_at	tumor protein D52-like 2	TPD52L2
201380_at	cartilage associated protein	CRTAP
201381_x_at	calcyclin binding protein	CACYBP
201382_at	calcyclin binding protein	CACYBP
201383_s_at	similar to neighbor of BRCA1 gene 1 /// neighbor of BRCA1 gene 1	LOC100133166 /// NBR1
201384_s_at	similar to neighbor of BRCA1 gene 1 /// neighbor of BRCA1 gene 1	LOC100133166 /// NBR1
201385_at	DEAH (Asp-Glu-Ala-His) box polypeptide 15	DHX15
201386_s_at	DEAH (Asp-Glu-Ala-His) box polypeptide 15	DHX15
201387_s_at	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	UCHL1
201388_at	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3"	PSMD3
201389_at	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"	ITGA5
201390_s_at	"casein kinase 2, beta polypeptide"	CSNK2B
201391_at	TNF receptor-associated protein 1	TRAP1
201392_s_at	insulin-like growth factor 2 receptor	IGF2R
201393_s_at	insulin-like growth factor 2 receptor	IGF2R
201394_s_at	RNA binding motif protein 5	RBM5
201395_at	RNA binding motif protein 5	RBM5
201396_s_at	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha"	SGTA
201397_at	phosphoglycerate dehydrogenase	PHGDH
201398_s_at	translocation associated membrane protein 1	TRAM1
201399_s_at	translocation associated membrane protein 1	TRAM1
201400_at	"proteasome (prosome, macropain) subunit, beta type, 3"	PSMB3
201401_s_at	"adrenergic, beta, receptor kinase 1"	ADRBK1
201402_at	"adrenergic, beta, receptor kinase 1"	ADRBK1
201403_s_at	microsomal glutathione S-transferase 3	MGST3
201404_x_at	"proteasome (prosome, macropain) subunit, beta type, 2"	PSMB2
201405_s_at	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	COPS6
201406_at	heterogeneous nuclear ribonucleoprotein H2 (H') /// ribosomal protein L36a /// ribosomal protein L36a pseudogene 37	HNRNPH2 /// RPL36A /// RPL36AP37
201407_s_at	"protein phosphatase 1, catalytic subunit, beta isoform"	PPP1CB
201408_at	"protein phosphatase 1, catalytic subunit, beta isoform"	PPP1CB
201409_s_at	"protein phosphatase 1, catalytic subunit, beta isoform"	PPP1CB
201410_at	"pleckstrin homology domain containing, family B (evectins) member 2"	PLEKHB2
201411_s_at	"pleckstrin homology domain containing, family B (evectins) member 2"	PLEKHB2
201412_at	low density lipoprotein receptor-related protein 10	LRP10
201413_at	hydroxysteroid (17-beta) dehydrogenase 4	HSD17B4
201414_s_at	nucleosome assembly protein 1-like 4	NAP1L4
201415_at	glutathione synthetase	GSS
201416_at	SRY (sex determining region Y)-box 4	SOX4
201417_at	SRY (sex determining region Y)-box 4	SOX4
201418_s_at	SRY (sex determining region Y)-box 4	SOX4
201419_at	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	BAP1
201420_s_at	WD repeat domain 77	WDR77
201421_s_at	WD repeat domain 77	WDR77
201422_at	"interferon, gamma-inducible protein 30"	IFI30
201423_s_at	cullin 4A	CUL4A
201424_s_at	cullin 4A	CUL4A
201425_at	aldehyde dehydrogenase 2 family (mitochondrial)	ALDH2
201426_s_at	vimentin	VIM
201427_s_at	"selenoprotein P, plasma, 1"	SEPP1
201428_at	claudin 4	CLDN4
201429_s_at	ribosomal protein L37a	RPL37A
201430_s_at	dihydropyrimidinase-like 3	DPYSL3
201431_s_at	dihydropyrimidinase-like 3	DPYSL3
201432_at	catalase	CAT
201433_s_at	phosphatidylserine synthase 1	PTDSS1
201434_at	tetratricopeptide repeat domain 1	TTC1
201435_s_at	eukaryotic translation initiation factor 4E	EIF4E
201436_at	eukaryotic translation initiation factor 4E	EIF4E
201437_s_at	eukaryotic translation initiation factor 4E	EIF4E
201438_at	"collagen, type VI, alpha 3"	COL6A3
201439_at	golgi-specific brefeldin A resistant guanine nucleotide exchange factor 1	GBF1
201440_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	DDX23
201441_at	cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)	COX6B1
201442_s_at	"ATPase, H+ transporting, lysosomal accessory protein 2"	ATP6AP2
201443_s_at	"ATPase, H+ transporting, lysosomal accessory protein 2"	ATP6AP2
201444_s_at	"ATPase, H+ transporting, lysosomal accessory protein 2"	ATP6AP2
201445_at	"calponin 3, acidic"	CNN3
201446_s_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1
201447_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1
201448_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1
201449_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1
201450_s_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1
201451_x_at	Ras homolog enriched in brain	RHEB
201452_at	Ras homolog enriched in brain	RHEB
201453_x_at	Ras homolog enriched in brain	RHEB
201454_s_at	aminopeptidase puromycin sensitive	NPEPPS
201455_s_at	aminopeptidase puromycin sensitive	NPEPPS
201456_s_at	budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3
201457_x_at	budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3
201458_s_at	budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3
201459_at	RuvB-like 2 (E. coli)	RUVBL2
201460_at	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2
201461_s_at	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2
201462_at	secernin 1	SCRN1
201463_s_at	similar to transaldolase /// transaldolase 1	LOC100133665 /// TALDO1
201464_x_at	jun oncogene	JUN
201465_s_at	jun oncogene	JUN
201466_s_at	jun oncogene	JUN
201467_s_at	"NAD(P)H dehydrogenase, quinone 1"	NQO1
201468_s_at	"NAD(P)H dehydrogenase, quinone 1"	NQO1
201469_s_at	SHC (Src homology 2 domain containing) transforming protein 1	SHC1
201470_at	glutathione S-transferase omega 1	GSTO1
201471_s_at	sequestosome 1	SQSTM1
201472_at	von Hippel-Lindau binding protein 1	VBP1
201473_at	jun B proto-oncogene	JUNB
201474_s_at	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	ITGA3
201475_x_at	methionyl-tRNA synthetase	MARS
201476_s_at	ribonucleotide reductase M1	RRM1
201477_s_at	ribonucleotide reductase M1	RRM1
201478_s_at	"dyskeratosis congenita 1, dyskerin"	DKC1
201479_at	"dyskeratosis congenita 1, dyskerin"	DKC1
201480_s_at	suppressor of Ty 5 homolog (S. cerevisiae)	SUPT5H
201481_s_at	"phosphorylase, glycogen; brain"	PYGB
201482_at	quiescin Q6 sulfhydryl oxidase 1	QSOX1
201483_s_at	suppressor of Ty 4 homolog 1 (S. cerevisiae)	SUPT4H1
201484_at	suppressor of Ty 4 homolog 1 (S. cerevisiae)	SUPT4H1
201485_s_at	"reticulocalbin 2, EF-hand calcium binding domain"	RCN2
201486_at	"reticulocalbin 2, EF-hand calcium binding domain"	RCN2
201487_at	cathepsin C	CTSC
201488_x_at	"KH domain containing, RNA binding, signal transduction associated 1"	KHDRBS1
201489_at	peptidylprolyl isomerase F	PPIF
201490_s_at	peptidylprolyl isomerase F	PPIF
201491_at	"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)"	AHSA1
201492_s_at	ribosomal protein L41	RPL41
201493_s_at	pumilio homolog 2 (Drosophila)	PUM2
