Probe Set ID	Target Description	Gene Title	Gene Symbol	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function
Contig8750_s_at	BEST BLASTX NR: 11/07/02 NP_188312.1  6e-14 (NM_112563) GATA zinc finger protein; protein id: At3g16870.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8752_at	"BEST BLASTX NR: 11/06/02 NP_201543.1  3e-51 (NM_126142) putative protein; protein id: At5g67420.1, supported by cDNA: 40250., supported by cDNA: gi_17227169"	---	---	---	---	---
Contig8754_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8756_at	BEST BLASTX NR: 11/04/02 BAA83575.1   8e-21 (AP000399) Similar to protein arginine N-methyl transferase 1 (Q63009) [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8757_at	BEST BLASTX NR: 10/29/02 CAD33925.1   9e-61 (AJ489610) proline rich protein 3 [Cicer arietinum]	---	---	---	---	---
Contig8758_at	BEST BLASTX NR: 10/27/02 NP_177278.1  9e-66 (NM_105791) putative UDP-glucose:glycoprotein glucosyltransferase; protein id: At1g71220.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig875_at	BEST BLASTX NR: 10/13/02 AAD39600.1   3e-66 Similar to gb|U43629 integral membrane protein from Beta vulgaris and is a member of the sugar transporter family	---	---	---	---	---
Contig875_s_at	BEST BLASTX NR: 10/13/02 AAD39600.1   3e-66 Similar to gb|U43629 integral membrane protein from Beta vulgaris and is a member of the sugar transporter family	---	---	---	---	---
Contig8760_at	"BEST BLASTX NR: 11/06/02 BAA90810.1   2e-71 (AP001168) ESTs AU082174(S13676),AU032395(R3986) correspond to a region of the predicted gene.~Similar to Arabidopsis"	---	---	---	---	---
Contig8761_at	BEST BLASTX NR: 11/07/02 AAM93688.1   9e-90 unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8761_s_at	BEST BLASTX NR: 11/07/02 AAM93688.1   9e-90 unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8762_at	BEST BLASTX NR: 11/06/02 NP_194555.1  6e-17 putative protein; protein id: At4g28260.1 [Arabidopsis thaliana] pir||T09042 hypothetical protein F26K10.140 - Arabidopsis thaliana	---	---	---	---	---
Contig8763_at	BEST BLASTX NR: 11/06/02 AAL68853.1   1e-67 gb protein [Sorghum bicolor]	---	---	---	---	---
Contig8764_at	BEST BLASTX NR: 10/27/02 NP_179130.1  3e-25 hypothetical protein; protein id: At2g15280.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8766_at	BEST BLASTX NR: 10/27/02 AAM98126.1   4e-77 (AY139983) putative protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8768_at	BEST BLASTX NR: 11/06/02 BAB61152.1   4e-90 B1045D11.20 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8769_at	BEST BLASTX NR: 10/29/02 AAG51881.1   9e-58 (AC016162) unknown protein; 79476-81015 [Arabidopsis thaliana]	---	---	---	---	---
Contig876_at	"BEST BLASTX NR: 11/07/02 BAA81776.1   3e-73 ESTs C98431(E0144),C71728(E0144) correspond to a region of the predicted gene.~Similar to Medicago sativa"	---	---	---	---	---
Contig8770_at	"BEST BLASTX NR: 10/29/02 NP_190763.1  2e-47 (NM_115054) putative protein; protein id: At3g51950.1, supported by cDNA: 7104., supported by cDNA: gi_19423978 [Arabidopsis"	---	---	---	---	---
Contig8771_at	BEST BLASTX NR: 11/08/02 AAF69160.1   4e-51 (AC007915) F27F5.18 [Arabidopsis thaliana]	---	---	---	---	---
Contig8772_s_at	"BEST BLASTX NR: 11/08/02 BAA94772.1   1e-08 (AP001859) ESTs AU031545(E61825),AU031546(E61825) correspond to a region of the predicted gene.~hypothetical protein"	---	---	---	---	---
Contig8773_at	BEST BLASTX NR: 11/07/02 BAA94771.1   5e-76 unnamed protein product [Oryza sativa (japonica cultivar-group)] dbj|BAB78689.1| P0452F10.26 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8774_at	"BEST BLASTX NR: 10/13/02 AAM64494.1   1e-94 glycyl tRNA synthetase, putative [Arabidopsis thaliana]"	---	---	---	---	---
Contig8775_at	BEST BLASTX NR: 11/08/02 BAC16410.1   3e-81 (AP003931) putative mRNA binding protein precursor [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8776_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8778_s_at	BEST BLASTX NR: 10/13/02 S71371       5e-27 gibberellin-regulated protein GASA5 precursor - Arabidopsis thaliana	---	---	---	---	---
Contig8779_at	"BEST BLASTX NR: 11/06/02 NP_568159.1  4e-46 expressed protein; protein id: At5g05930.1, supported by cDNA: 118390. [Arabidopsis thaliana]"	Guanylyl cyclase	LOC732679	---	---	---
Contig877_x_at	BEST BLASTX NR: 10/31/02 HSWT41       2e-42 histone H4 (TH091) - wheat gb|AAA34292.1| histone H4	---	---	---	---	---
Contig8782_at	"BEST BLASTX NR: 11/06/02 NP_568218.1  2e-06 (NM_121022) putative protein; protein id: At5g09850.1, supported by cDNA: gi_16648729 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8782_s_at	"BEST BLASTX NR: 11/06/02 NP_568218.1  2e-06 (NM_121022) putative protein; protein id: At5g09850.1, supported by cDNA: gi_16648729 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8783_at	BEST BLASTX NR: 10/29/02 AAL25557.1   8e-36 AT5g09850/MYH9_6 [Arabidopsis thaliana] gb|AAM10334.1| AT5g09850/MYH9_6 [Arabidopsis thaliana]	---	---	---	---	---
Contig8786_at	"BEST BLASTX NR: 11/08/02 NP_188608.1  e-100 ATPase, putative; protein id: At3g19740.1 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8787_s_at	"BEST BLASTX NR: 10/13/02 NP_567386.1  4e-06 (NM_117276) putative protein; protein id: At4g12060.1, supported by cDNA: 32461. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8788_at	"BEST BLASTX NR: 10/13/02 NP_567718.1  6e-36 putative protein; protein id: At4g25370.1, supported by cDNA: 28122., supported by cDNA: gi_14334923, supported by"	---	---	---	---	---
Contig8790_at	BEST BLASTX NR: 10/13/02 BAB64203.1   3e-96 (AP003266) putative serine/threonine kinase PBS1 protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8791_at	"BEST BLASTX NR: 11/08/02 BAC07068.1   3e-09 hypothetical protein~similar to Arabidopsis thaliana chromosome1, At1g77930 [Oryza sativa (japonica cultivar-group)]"	---	---	---	---	---
Contig8792_s_at	"BEST BLASTX NR: 11/04/02 BAC07068.1   5e-78 hypothetical protein~similar to Arabidopsis thaliana chromosome1, At1g77930 [Oryza sativa (japonica cultivar-group)]"	---	---	---	---	---
Contig8793_at	BEST BLASTX NR: 10/02/02 NP_568016.1  2e-15 (NM_119872) expressed protein; protein id: At4g37090.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8794_at	"BEST BLASTX NR: 11/08/02 NP_191490.2  7e-39 (NM_115793) putative protein; protein id: At3g59310.1, supported by cDNA: gi_16416382, supported by cDNA: gi_20260457"	---	---	---	---	---
Contig8794_s_at	"BEST BLASTX NR: 11/08/02 NP_191490.2  7e-39 (NM_115793) putative protein; protein id: At3g59310.1, supported by cDNA: gi_16416382, supported by cDNA: gi_20260457"	---	---	---	---	---
Contig8795_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8797_at	BEST BLASTX NR: 11/06/02 NP_190258.1  2e-85 chloroplast import-associated channel protein homolog; protein id: At3g46740.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8798_at	BEST BLASTX NR: 10/13/02 AAM18764.1   3e-93 (AC099325) unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8799_at	BEST BLASTX NR: 10/13/02 AAM97756.1   4e-39 (AC093612) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8801_at	BEST BLASTX NR: 10/27/02 BAC05596.1   e-123 OSJNBa0014K08.23 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8802_at	BEST BLASTX NR: 10/02/02 AAM94931.1   3e-64 unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8803_at	BEST BLASTX NR: 10/02/02 BAB12700.1   8e-97 (AP002746) putative pollen specific protein SF21 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8806_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8809_at	BEST BLASTX NR: 10/25/02 BAA74805.1   2e-026 ZmGR2a [Zea mays]	---	---	---	---	---
Contig8810_at	BEST BLASTX NR: 10/13/02 NP_173164.1  3e-53 hypothetical protein; protein id: At1g17210.1 [Arabidopsis thaliana] pir||C86308 F20D23.9 protein - Arabidopsis thaliana	---	---	---	---	---
Contig8811_at	BEST BLASTX NR: 11/07/02 AAL31649.1   5e-63 Putative  o-methyltransferase ZRP4 [Oryza sativa] gb|AAL34948.1|AC079037_21 Putative to o-methyltransferase ZRP4 [Oryza sativa]	---	---	---	---	---
Contig8812_s_at	BEST BLASTX NR: 11/04/02 AAL31649.1   1e-61 Putative  o-methyltransferase ZRP4 [Oryza sativa] gb|AAL34948.1|AC079037_21 Putative to o-methyltransferase ZRP4 [Oryza sativa]	---	---	---	---	---
Contig8812_x_at	BEST BLASTX NR: 11/04/02 AAL31649.1   1e-61 Putative  o-methyltransferase ZRP4 [Oryza sativa] gb|AAL34948.1|AC079037_21 Putative to o-methyltransferase ZRP4 [Oryza sativa]	---	---	---	---	---
Contig8813_at	"BEST BLASTX NR: 10/26/02 NP_568619.1  2e-74 E2, ubiquitin-conjugating enzyme 18 (UBC18); protein id: At5g42990.1, supported by cDNA: gi_16648721, supported"	---	---	---	---	---
Contig8814_at	BEST BLASTX NR: 11/08/02 NP_187930.1  1e-33 hypothetical protein; protein id: At3g13225.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8815_at	BEST BLASTX NR: 11/08/02 AAM64789.1   2e-44 (AY087233) unknown [Arabidopsis thaliana]	---	---	---	---	---
Contig8815_s_at	BEST BLASTX NR: 11/08/02 AAM64789.1   2e-44 (AY087233) unknown [Arabidopsis thaliana]	---	---	---	---	---
Contig8816_at	BEST BLASTX NR: 11/08/02 AAM64789.1   5e-24 (AY087233) unknown [Arabidopsis thaliana]	---	---	---	---	---
Contig8817_at	BEST BLASTX NR: 10/28/02 AAL79729.1   1e-068 putative zinc finger protein [Oryza sativa]	---	---	---	---	---
Contig8818_at	"BEST BLASTX NR: 01/29/03 NP_200279.1  3e-38 bHLH protein; protein id: At5g54680.1, supported by cDNA: 22343., supported by cDNA: gi_15451009, supported by cDNA:"	---	---	---	---	---
Contig8819_at	BEST BLASTX NR: 10/26/02 P43216       1e-91 Major pollen allergen Hol l 1 precursor (Hol l I) (Hol l 1.0101 and 1.0102)	---	---	---	---	---
Contig8819_s_at	BEST BLASTX NR: 10/26/02 P43216       1e-91 Major pollen allergen Hol l 1 precursor (Hol l I) (Hol l 1.0101 and 1.0102)	---	---	---	---	---
Contig8820_at	BEST BLASTX NR: 10/13/02 P43216       1e-98 Major pollen allergen Hol l 1 precursor (Hol l I) (Hol l 1.0101 and 1.0102)	---	---	---	---	---
Contig8821_at	BEST BLASTX NR: 11/08/02 NP_199332.1  3e-75 putative protein; protein id: At5g45190.1 [Arabidopsis thaliana] dbj|BAB11392.1| contains similarity to cyclin~gene_id:K18C1.7 [Arabidopsis	---	---	---	---	---
Contig8822_at	"BEST BLASTX NR: 11/08/02 NP_567046.1  2e-33 (NM_115588) expressed protein; protein id: At3g57280.1, supported by cDNA: 14487., supported by cDNA: gi_14517380,"	---	---	---	---	---
Contig8823_at	"BEST BLASTX NR: 11/08/02 NP_567133.1  6e-21 (NM_116146) expressed protein; protein id: At3g62810.1, supported by cDNA: 20232. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8824_at	BEST BLASTX NR: 11/04/02 NP_194911.1  4e-18 (NM_119333) putative protein; protein id: At4g31830.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8825_at	BEST BLASTX NR: 10/27/02 BAB89033.1   1e-87 P0415C01.11 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8826_at	BEST BLASTX NR: 11/04/02 BAB89033.1   6e-14 P0415C01.11 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8827_at	BEST BLASTX NR: 10/29/02 AAM67188.1   7e-84 (AY088882) GS1-like protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8828_at	"BEST BLASTX NR: 11/08/02 NP_565889.1  6e-28 (NM_129401) expressed protein; protein id: At2g38450.1, supported by cDNA: 14329. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8829_at	BEST BLASTX NR: 11/04/02 BAB86193.1   2e-58 B1147A04.10 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8830_at	"BEST BLASTX NR: 11/08/02 NP_173308.2  4e-32 unknown protein; protein id: At1g18730.1, supported by cDNA: gi_19310577 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8831_at	"BEST BLASTX NR: 11/06/02 NP_567433.1  6e-87 (NM_117530) expressed protein; protein id: At4g14500.1, supported by cDNA: gi_16226250 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8831_s_at	"BEST BLASTX NR: 11/06/02 NP_567433.1  6e-87 (NM_117530) expressed protein; protein id: At4g14500.1, supported by cDNA: gi_16226250 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8832_at	"BEST BLASTX NR: 10/27/02 BAC16660.1   2e-93 (AP004570) contains ESTs AU082379(C62630),AU082378(C62630),AU056897(S20963),"	---	---	---	---	---
Contig8833_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8835_at	"BEST BLASTX NR: 10/27/02 NP_568768.1  1e-29 (NM_124599) expressed protein; protein id: At5g52200.1, supported by cDNA: gi_15215637 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8836_at	"BEST BLASTX NR: 11/07/02 NP_568768.1  2e-29 (NM_124599) expressed protein; protein id: At5g52200.1, supported by cDNA: gi_15215637 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8837_at	"BEST BLASTX NR: 11/04/02 NP_564013.1  2e-08 expressed protein; protein id: At1g17080.1, supported by cDNA: gi_15010587, supported by cDNA: gi_20453322 [Arabidopsis"	---	---	---	---	---
Contig8838_at	BEST BLASTX NR: 11/06/02 BAB82450.1   5e-64 PBng143 [Vigna radiata]	---	---	---	---	---
Contig8839_at	"BEST BLASTX NR: 11/06/02 BAC10202.1   9e-99 (AP004395) contains ESTs AU055804(S20063),AU055998(S20213),"	---	---	---	---	---
Contig8840_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig8842_at	BEST BLASTX NR: 10/31/02 NP_625632.1  .015 (NC_003888) putative secreted protein [Streptomyces coelicolor A3(2)]	---	---	---	---	---
Contig8843_at	BEST BLASTX NR: 11/06/02 BAB90155.1   2e-23 (AP003379) contains EST C26290(C12038)~unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8844_at	"BEST BLASTX NR: 10/02/02 NP_568941.1  e-119 putative protein; protein id: At5g61840.1, supported by cDNA: 34861., supported by cDNA: gi_15809825, supported by"	---	---	---	---	---
Contig8846_at	"BEST BLASTX NR: 10/13/02 NP_196231.2  5e-63 putative protein; protein id: At5g06130.1, supported by cDNA: gi_18176019 [Arabidopsis thaliana]"	---	---	---	---	---
Contig8847_at	"BEST BLASTX NR: 10/13/02 NP_196467.1  e-123 (NM_120935) cleft lip and palate associated transmembrane protein-like; protein id: At5g08500.1, supported by"	---	---	---	---	---
Contig8849_at	BEST BLASTX NR: 10/02/02 BAB39401.1   e-100 SPP30 homolog [Oryza sativa (japonica cultivar-group)] dbj|BAB92348.1| SPP30 homolog [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8850_at	BEST BLASTX NR: 10/13/02 NP_567015.1  e-112 spliceosomal - like protein; protein id: At3g55200.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8851_at	BEST BLASTX NR: 10/13/02 BAB16483.1   1e-52 (AP002861) contains EST S1331A(D39747)~unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8852_at	"BEST BLASTX NR: 10/27/02 BAB44133.1   e-117 (AP003144) contains EST AU063233(C53786)~similar to Oryza Arabidopsis thaliana chromosome 1, MRC8.21~unknown"	---	---	---	---	---
Contig8853_at	BEST BLASTX NR: 10/02/02 T02975       2e-11 annexin P35 - maize emb|CAA66901.1| annexin p35 [Zea mays]	---	---	---	---	---
Contig8854_at	BEST BLASTX NR: 10/29/02 NP_197712.1  8e-74 serine carboxypeptidase II-like protein; protein id: At5g23210.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8855_at	BEST BLASTX NR: 11/07/02 NP_197712.1  2e-41 serine carboxypeptidase II-like protein; protein id: At5g23210.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8856_s_at	"BEST BLASTX NR: 11/07/02 NP_055378.1  3e-33 (NM_014563) spondyloepiphyseal dysplasia, late; sedlin [Homo sapiens]"	---	---	---	---	---
Contig8857_at	BEST BLASTX NR: 10/31/02 AAK84451.1   2e-39 (AC087192) putative indole-3-acetic acid-regulated protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig8858_at	BEST BLASTX NR: 10/27/02 NP_195721.1  3e-64 putative protein; protein id: At5g01010.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8858_s_at	BEST BLASTX NR: 10/27/02 NP_195721.1  3e-64 putative protein; protein id: At5g01010.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8860_at	BEST BLASTX NR: 11/08/02 T51341       8e-21 RNA helicase RH9 [imported] - Arabidopsis thaliana (fragment) emb|CAA09200.1| (AJ010461) RNA helicase [Arabidopsis thaliana]	---	---	---	---	---
Contig8862_at	BEST BLASTX NR: 11/04/02 AAK96863.1   3e-28 (AY054672) putative protein [Arabidopsis thaliana]	---	---	---	---	---
Contig8863_at	"BEST BLASTX NR: 10/29/02 NP_563929.1  3e-67 expressed protein; protein id: At1g13380.1, supported by cDNA: 5232. [Arabidopsis thaliana]"	---	---	---	---	---
Contig8865_at	"BEST BLASTX NR: 11/04/02 BAC07419.1   8e-12 (AP004267) contains ESTs AU100950(C61086),C28439(C61086)~helicase-like protein"	---	---	---	---	---
Contig8866_at	BEST BLASTX NR: 11/07/02 AAF23845.1   1e-64 (AC007234) F1E22.3 [Arabidopsis thaliana]	---	---	---	---	---
Contig8868_at	BEST BLASTX NR: 11/04/02 NP_199006.1  3e-57 (NM_123556) putative protein; protein id: At5g41910.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8869_at	BEST BLASTX NR: 10/13/02 NP_199006.1  4e-22 (NM_123556) putative protein; protein id: At5g41910.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8869_s_at	BEST BLASTX NR: 10/13/02 NP_199006.1  4e-22 (NM_123556) putative protein; protein id: At5g41910.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8870_at	BEST BLASTX NR: 10/27/02 AAC69181.1   3e-82 (AF056283) peroxisomal targeting sequence 1 receptor [Nicotiana tabacum]	---	---	---	---	---
Contig8872_at	BEST BLASTX NR: 11/04/02 AAL99267.1   7e-86 CONSTANS-like protein CO6 [Hordeum vulgare subsp. vulgare] gb|AAL99268.1| CONSTANS-like protein CO6 [Hordeum vulgare subsp. vulgare]	---	---	---	---	---
Contig8874_at	BEST BLASTX NR: 10/02/02 NP_190880.1  6e-52 putative protein; protein id: At3g53120.1 [Arabidopsis thaliana] pir||T46158 hypothetical protein T4D2.50 - Arabidopsis thaliana	---	---	---	---	---
Contig8875_at	BEST BLASTX NR: 10/27/02 AAL79746.1   e-100 (AC096687) putative hydroxylase [Oryza sativa]	---	---	---	---	---
Contig8876_at	BEST BLASTX NR: 10/29/02 NP_199677.1  3e-49 (NM_124243) putative protein; protein id: At5g48660.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8877_at	BEST BLASTX NR: 11/08/02 NP_199677.1  3e-06 (NM_124243) putative protein; protein id: At5g48660.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig8877_s_at	BEST BLASTX NR: 11/08/02 NP_199677.1  3e-06 (NM_124243) putative protein; protein id: At5g48660.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig887_s_at	BEST BLASTX NR: 10/31/02 Q03033       e-138 ELONGATION FACTOR 1-ALPHA (EF-1-ALPHA) pir||JC1454 translation elongation factor eEF-1 alpha chain - wheat	---	---	---	---	---
Contig8880_at	"BEST BLASTX NR: 11/07/02 BAA85413.1   3e-60 (AP000615) ESTs AU031435(E61570),AU078245(E61570) correspond to a region of the predicted gene.~hypothetical protein"	---	---	---	---	---
Contig8881_at	"BEST BLASTX NR: 10/27/02 NP_195155.1  6e-18 (NM_119594) putative protein; protein id: At4g34290.1, supported by cDNA: 17912., supported by cDNA: gi_14423525"	---	---	---	---	---
Contig8882_at	BEST BLASTX NR: 11/06/02 AAF32354.1   4e-34 (AF220198) putative protein [Vitis riparia]	---	---	---	---	---
Contig8883_at	"BEST BLASTX NR: 11/08/02 NP_199633.1  e-100 indole-3-glycerol phosphate synthase; protein id: At5g48220.1, supported by cDNA: gi_15215597, supported by cDNA:"	---	---	---	---	---
Contig8884_at	"BEST BLASTX NR: 11/04/02 NP_567600.1  5e-86 putative protein; protein id: At4g20410.1, supported by cDNA: 267158., supported by cDNA: gi_6013205 [Arabidopsis"	---	---	---	---	---
Contig8885_s_at	"BEST BLASTX NR: 11/06/02 NP_176553.1  e-110 GMP synthase; protein id: At1g63660.1 [Arabidopsis thaliana] pir||E96661 GMP synthase, 61700-64653 [imported] - Arabidopsis thaliana"	---	---	---	---	---
Contig8886_at	"BEST BLASTX NR: 10/02/02 NP_176553.1  9e-68 GMP synthase; protein id: At1g63660.1 [Arabidopsis thaliana] pir||E96661 GMP synthase, 61700-64653 [imported] - Arabidopsis thaliana"	---	---	---	---	---
Contig8887_at	"BEST BLASTX NR: 10/31/02 NP_196711.1  3e-84 (NM_121188) putative protein; protein id: At5g11500.1, supported by cDNA: 40193., supported by cDNA: gi_13878174"	---	---	---	---	---
Contig8888_at	BEST BLASTX NR: 11/06/02 BAB64776.1   1e-61 (AP003282) putative receptor-like kinase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
